"","taxon","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison_1","comparison_2","microgroup"
"1153","Ca. Nomurabacteria",0.00201752439427844,0.525483504331782,0.00219773442111833,0.918001909098649,0.00427781362915931,0.0184474818462334,70,0.91897557719961,0.0086,0.00188236270303799,"Human Host","Sediment","CPR"
"1154","Ca. Odinarchaeota",0.00028537697972276,0.525483504331782,0.00016466331576773,1.73309384905924,0.00038369533637934,0.00244147105579255,104,0.920843061548842,0.0012,0.00186748434923256,"Human Host","Sediment","CPR"
"1155","Ca. Omnitrophica",0.00513463205787913,0.525483504331782,0.00155766476603635,3.29636528336247,0.00806854808454853,0.0447736736507829,97,0.922696794215758,2e-04,0.00185373266691624,"Human Host","Sediment","CPR"
"1156","Ca. Pacebacteria",0.00103330576054141,0.525483504331782,0.00036131926296818,2.85981365082212,0.00224173651865463,0.00955204213778837,82,0.92452640472193,2e-04,0.0018296105061717,"Human Host","Sediment","CPR"
"1157","Ca. Peregrinibacteria",0.00236120031922254,0.525483504331782,0.00088867296406491,2.65699578439078,0.0056761761378727,0.0225520068474494,64,0.928078290012418,2e-04,0.00176513125295885,"Human Host","Sediment","CPR"
"1158","Ca. Portnoybacteria",0.00101285097422705,0.525483504331782,0.00042102163836933,2.40569814451801,0.00247791700839715,0.00970071451479924,68,0.929842680002216,2e-04,0.00176438998979811,"Human Host","Sediment","CPR"
"1159","Ca. Ratteibacteria",0.00062931951975128,0.525483504331782,0.00023117873265008,2.7222206495259,0.00086697444684357,0.00537435651155445,76,0.93159618663627,2e-04,0.00175350663405416,"Human Host","Sediment","CPR"
"1160","Ca. Raymondbacteria",0.0009741059379055,0.525483504331782,0.00034021408538995,2.86321460438351,0.00148786307453656,0.00844307226406847,63,0.933334867924235,2e-04,0.00173868128796473,"Human Host","Sediment","CPR"
"1161","Ca. Riflebacteria",0.00104108519871781,0.525483504331782,0.0003238384770508,3.21482860282371,0.00144183477489948,0.00885727214980742,8,0.935062668904574,4e-04,0.00172780098033865,"Human Host","Sediment","CPR"
"1162","Ca. Roizmanbacteria",0.00175744006735699,0.525483504331782,0.00064732913688051,2.71490956799214,0.00464706891521419,0.0170400959794383,30,0.936766168738503,2e-04,0.00170349983392926,"Human Host","Sediment","CPR"
"1163","Ca. Rokubacteria",0.00562500958730215,0.525483504331782,0.00202685828912585,2.77523575154735,0.00511026864586851,0.0449554513328013,32,0.938411818522433,0.0036,0.00164564978393034,"Human Host","Sediment","CPR"
"1164","Ca. Ryanbacteria",0.00084203421722372,0.525483504331782,0.00041619661195028,2.02316451659227,0.00177597110997431,0.00771896960960156,83,0.94005130140668,2e-04,0.0016394828842472,"Human Host","Sediment","CPR"
"1165","Ca. Saccharibacteria",0.004285568789182,0.525483504331782,0.00521730651862735,0.821414033061165,0.0365984410119425,0.0123906157263344,113,0.941684486928189,2e-04,0.00163318552150871,"Human Host","Sediment","CPR"
